# ADC3
-11.9347  0.410355  0.410355
-13.8701  0.492119  0.902474
-14.7704  0.984948  1.88742
-15.9373  0.678575  2.566
-19.3029  0.000141724  2.56614
-20.2298  0.0179504  2.58409
-21.0422  0.20518  2.78927
-21.2865  0.00180273  2.79107
-21.7137  0.0298044  2.82088
-22.0114  0.638861  3.45974
-23.4789  0.0541153  3.51385
-24.4745  0.0334001  3.54725
-27.7581  0.00708539  3.55434
-28.6481  0.00440986  3.55875
-29.0302  0.00228752  3.56103
-29.3399  0.000168563  3.5612
-29.5705  0.0463259  3.60753
-29.7197  0.000145117  3.60767
-29.8261  0.00148194  3.60916
-30.4883  0.00833543  3.61749
-30.7546  0.00329341  3.62079
-30.8915  0.0277726  3.64856
-31.6654  0.0128596  3.66142
-31.8989  0.000542161  3.66196
-32.1073  5.78615e-06  3.66197
-32.5248  0.000882352  3.66285
-32.7374  0.00591828  3.66877
-33.0486  0.00159003  3.67036
-33.2567  2.8018e-05  3.67038
-33.5987  0.00148079  3.67186
-33.6262  0.00370742  3.67557
-34.0456  0.002679  3.67825
-34.3936  0.00030126  3.67855
-34.4859  0.00181692  3.68037
-34.7626  0.00235426  3.68272
-34.9609  0.0011836  3.68391
-35.1836  0.0114587  3.69537
-35.2492  0.00183175  3.6972
-35.3331  0.00163271  3.69883
-35.534  0.0261103  3.72494
-35.6658  0.0083485  3.73329
-35.8384  0.000848096  3.73414
-35.8951  0.00241479  3.73655
-36.0188  0.00283194  3.73938
-36.1708  0.000733353  3.74012
-36.3214  4.57801e-05  3.74016
-36.3688  4.45684e-05  3.74021
-36.4615  0.000512637  3.74072
-36.6227  1.89278e-05  3.74074
-36.7382  0.000269092  3.74101
-36.8547  0.000400141  3.74141
-37.021  0.000184548  3.74159
-37.1152  0.000538642  3.74213
-37.2153  0.00354924  3.74568
-37.4596  0.000349339  3.74603
-37.5366  0.00138031  3.74741
-37.7789  0.00294009  3.75035
-37.7845  0.00118701  3.75154
-37.9088  0.000217796  3.75176
-37.969  1.08575e-06  3.75176
-38.0526  0.00478063  3.75654
-38.1261  3.64356e-05  3.75657
-38.3036  1.69446e-05  3.75659
-38.3427  0.00238154  3.75897
-38.3935  0.00080116  3.75977
-38.4417  0.000293027  3.76007
-38.519  2.55198e-08  3.76007
-38.5979  0.00122673  3.76129
-38.7274  0.0007669  3.76206
