# Delta_SO

# ADC2
2.14  # E_cut = 10  
4.46  # E_cut = 20  
4.80  # E_cut = 40  
5.36  # E_cut = 80  
4.89  # E_cut = 100  
7.10  # E_cut = infty

# ADC3
7.48  # E_cut = infty
