-16.0176  0.00048527  0.00048527
-16.5189  3.97266e-05  0.000524996
-16.673  1.98851e-05  0.000544881
-17.698  3.97031e-09  0.000544885
-17.7468  1.49211e-05  0.000559807
-17.7534  0.00102004  0.00157985
-17.8062  6.62446e-05  0.00164609
-17.8348  2.83536e-07  0.00164638
-17.9435  4.36325e-09  0.00164638
-18.0208  3.10389e-06  0.00164948
-18.2445  3.1924e-07  0.0016498
-18.6755  0.0028223  0.0044721
-19.1077  0.00248818  0.00696028
-20.4054  0.00585298  0.0128133
-20.415  0.000165816  0.0129791
-20.5121  0.000127036  0.0131061
-20.8083  0.451857  0.464963
-21.0044  3.13274  3.5977
-21.8839  0.00254772  3.60025
-22.2516  0.000434621  3.60069
-23.7464  0.0388257  3.63951
-24.6355  0.000373342  3.63989
-24.695  0.000627198  3.64051
-24.8071  0.000734001  3.64125
-24.9921  5.9886e-05  3.64131
-25.4374  1.0596e-07  3.64131
-25.537  0.00719484  3.6485
-26.1154  3.43994e-05  3.64854
-26.4611  5.23114e-06  3.64854
-26.5889  0.000843802  3.64939
-26.831  5.89976e-05  3.64944
-26.9686  7.47259e-05  3.64952
-27.2342  0.000666187  3.65019
-27.3214  0.000108811  3.65029
-27.5358  2.87604e-05  3.65032
-28.072  0.000260882  3.65058
-28.7577  1.10413e-06  3.65059
-29.6071  0.00057197  3.65116
-30.1254  0.000114794  3.65127
-31.5709  0.00269519  3.65397
-31.6379  0.00235684  3.65632
-31.6864  0.00094007  3.65726
-31.9632  7.07144e-05  3.65733
-32.3266  2.06563e-08  3.65733
-32.3968  0.00102311  3.65836
-32.8064  0.000285604  3.65864
-32.9587  0.000238497  3.65888
-33.5542  0.00283444  3.66172
-33.7639  0.000316315  3.66203
-35.209  0.00117181  3.6632
-35.77  0.006408  3.66961
-36.3115  0.000138975  3.66975
-36.4493  3.2511e-07  3.66975
-36.6253  3.96067e-07  3.66975
-36.9052  0.000216844  3.66997
-37.0344  0.000244493  3.67021
-37.1211  0.000740247  3.67095
-37.3281  0.0274134  3.69837
-37.4116  0.00101325  3.69938
-38.9024  1.63307e-05  3.6994
-39.1066  0.000792221  3.70019
-39.771  0.00193421  3.70212
-40.6684  0.0211009  3.72322
-41.2176  3.29987e-05  3.72326
-41.3665  1.29919e-06  3.72326
-41.647  1.21454e-07  3.72326
-42.4368  0.0386438  3.7619
-42.747  0.00707806  3.76898
-43.0975  0.000225901  3.76921
-43.385  0.000105119  3.76931
-43.4354  0.0010771  3.77039
-44.4378  0.00725859  3.77765
-44.5973  1.52224e-05  3.77766
-46.507  0.0404897  3.81815
-47.2776  0.00274881  3.8209
-48.647  0.00869768  3.8296
-48.8566  0.0163067  3.84591
-49.9808  3.42931e-05  3.84594
